item_id,date,p10,p50,p90
client_249,2014-12-31T02:00:00Z,55.3733291626,61.042591095,67.5373840332
client_249,2014-12-31T03:00:00Z,52.0942230225,57.7651634216,65.2867279053
client_249,2014-12-31T04:00:00Z,53.5771827698,58.6780662537,64.8008804321
client_249,2014-12-31T05:00:00Z,53.8476028442,58.3765792847,63.9433326721
client_249,2014-12-31T06:00:00Z,56.0479621887,61.4549484253,66.8992080688
client_249,2014-12-31T07:00:00Z,83.6559448242,93.4425125122,101.2490539551
client_249,2014-12-31T08:00:00Z,82.778213501,91.7049560547,99.2695617676
client_249,2014-12-31T09:00:00Z,84.7004165649,92.5804824829,101.4117050171
client_249,2014-12-31T10:00:00Z,89.5175933838,99.674407959,109.5322113037
client_249,2014-12-31T11:00:00Z,91.7145690918,101.9575195312,111.0303649902
client_249,2014-12-31T12:00:00Z,92.8659591675,102.9329299927,113.5180664062
client_249,2014-12-31T13:00:00Z,96.5292663574,106.2851028442,118.2127456665
client_249,2014-12-31T14:00:00Z,94.8632965088,104.0633010864,114.6134796143
client_249,2014-12-31T15:00:00Z,92.7490005493,102.1871795654,113.1990127563
client_249,2014-12-31T16:00:00Z,95.8422393799,103.335975647,117.7429122925
client_249,2014-12-31T17:00:00Z,96.8650665283,106.3014221191,118.5383682251
client_249,2014-12-31T18:00:00Z,97.3159561157,106.0815734863,119.5302963257
client_249,2014-12-31T19:00:00Z,94.9048690796,103.1892776489,115.7359313965
client_249,2014-12-31T20:00:00Z,88.3681030273,97.2325515747,105.7306137085
client_249,2014-12-31T21:00:00Z,87.9762649536,97.8910369873,108.4777908325
client_249,2014-12-31T22:00:00Z,87.5915298462,94.3954238892,102.2508468628
client_249,2014-12-31T23:00:00Z,71.335975647,78.6693878174,86.5057678223
client_249,2015-01-01T00:00:00Z,60.3971214294,65.629524231,73.7030639648
client_357,2014-12-30T13:00:00Z,720.3895874023,789.5740356445,856.3023071289
client_357,2014-12-30T14:00:00Z,709.053894043,800.037109375,881.2811889648
client_357,2014-12-30T15:00:00Z,721.4203491211,808.5063476562,903.3593139648
client_357,2014-12-30T16:00:00Z,746.4602050781,822.8193359375,902.7416381836
client_357,2014-12-30T17:00:00Z,701.2857666016,803.1293945312,885.7155761719
client_357,2014-12-30T18:00:00Z,784.5659790039,863.0299072266,957.2406005859
client_357,2014-12-30T19:00:00Z,810.51171875,868.1950683594,952.186706543
client_357,2014-12-30T20:00:00Z,820.4768066406,878.3999633789,961.7901611328
client_357,2014-12-30T21:00:00Z,778.5892944336,857.9475708008,940.4948120117
client_357,2014-12-30T22:00:00Z,778.2219238281,853.8236694336,930.121887207
client_357,2014-12-30T23:00:00Z,746.7174072266,823.006652832,894.3916625977
client_357,2014-12-31T00:00:00Z,604.780456543,660.7233886719,714.2376098633
client_357,2014-12-31T01:00:00Z,357.8884887695,399.967956543,454.0082397461
client_357,2014-12-31T02:00:00Z,243.3730163574,288.0228881836,326.0280151367
client_357,2014-12-31T03:00:00Z,238.3887329102,269.7921447754,308.1337890625
client_357,2014-12-31T04:00:00Z,239.2136230469,261.9516906738,290.371673584
client_357,2014-12-31T05:00:00Z,202.5980834961,222.5169067383,241.6748046875
client_357,2014-12-31T06:00:00Z,209.5050201416,232.667098999,253.3040618896
client_357,2014-12-31T07:00:00Z,221.0386047363,239.657913208,258.2961120605
client_357,2014-12-31T08:00:00Z,211.5202178955,233.4899291992,258.6101074219
client_357,2014-12-31T09:00:00Z,224.0444335938,245.395904541,271.2655334473
client_357,2014-12-31T10:00:00Z,381.3928833008,416.5420837402,451.9319458008
client_357,2014-12-31T11:00:00Z,626.9881591797,694.9750976562,774.0064086914
client_357,2014-12-31T12:00:00Z,623.2691040039,717.1910400391,821.7017822266
client_357,2014-12-31T13:00:00Z,670.8826293945,804.1287231445,935.188293457
client_357,2014-12-31T14:00:00Z,672.1196899414,791.5122680664,893.587890625
client_357,2014-12-31T15:00:00Z,673.7900390625,774.8619995117,900.1608276367
client_357,2014-12-31T16:00:00Z,694.8635864258,785.0571899414,900.1067504883
client_357,2014-12-31T17:00:00Z,697.1582641602,797.2425537109,921.1843261719
client_357,2014-12-31T18:00:00Z,758.7100830078,876.3303833008,974.9573364258
client_357,2014-12-31T19:00:00Z,787.1950073242,878.2813110352,970.6075439453
client_357,2014-12-31T20:00:00Z,770.1105957031,859.8168945312,945.9534912109
client_357,2014-12-31T21:00:00Z,699.8680419922,799.6729125977,892.0725097656
client_357,2014-12-31T22:00:00Z,663.7869873047,753.3590698242,824.3502807617
client_357,2014-12-31T23:00:00Z,638.9492797852,715.5938110352,780.0844116211
client_357,2015-01-01T00:00:00Z,536.0197143555,575.5980834961,638.950012207
client_324,2014-12-30T13:00:00Z,265.5883789062,282.4013061523,298.2420349121
client_324,2014-12-30T14:00:00Z,256.9294433594,278.779876709,297.8335266113
client_324,2014-12-30T15:00:00Z,256.9035339355,274.2949523926,297.2306213379
client_324,2014-12-30T16:00:00Z,261.2694396973,278.7856750488,297.120300293
client_324,2014-12-30T17:00:00Z,260.6046142578,283.7138977051,305.0498962402
client_324,2014-12-30T18:00:00Z,272.3717041016,293.9202270508,320.0816040039
client_324,2014-12-30T19:00:00Z,259.2501220703,281.7437133789,304.6228027344
client_324,2014-12-30T20:00:00Z,250.1406402588,269.469543457,294.1096496582
client_324,2014-12-30T21:00:00Z,242.4207000732,264.2220458984,290.0205993652
client_324,2014-12-30T22:00:00Z,238.621383667,258.8980712891,276.3117980957
client_324,2014-12-30T23:00:00Z,193.0676422119,210.0170135498,233.1629943848
client_324,2014-12-31T00:00:00Z,170.415435791,190.2198028564,207.0763397217
client_324,2014-12-31T01:00:00Z,172.1846618652,191.0621337891,208.0039825439
client_324,2014-12-31T02:00:00Z,164.7447052002,178.735748291,196.0131988525
client_324,2014-12-31T03:00:00Z,152.0673370361,168.2295532227,186.7192840576
client_324,2014-12-31T04:00:00Z,176.9981689453,190.3852539062,207.8312683105
client_324,2014-12-31T05:00:00Z,166.048248291,179.1664276123,193.2682189941
client_324,2014-12-31T06:00:00Z,165.9873809814,181.3847808838,196.6148071289
client_324,2014-12-31T07:00:00Z,205.041305542,231.2046508789,251.319732666
client_324,2014-12-31T08:00:00Z,213.9585571289,233.8785552979,254.1158294678
client_324,2014-12-31T09:00:00Z,230.4102325439,250.9690551758,271.8174743652
client_324,2014-12-31T10:00:00Z,245.8588104248,268.7966003418,294.9907836914
client_324,2014-12-31T11:00:00Z,260.990234375,285.3106689453,308.6440124512
client_324,2014-12-31T12:00:00Z,261.2763671875,286.936126709,313.839263916
client_324,2014-12-31T13:00:00Z,263.041015625,288.1342773438,318.4698486328
client_324,2014-12-31T14:00:00Z,259.1078796387,279.5707092285,306.58203125
client_324,2014-12-31T15:00:00Z,254.5761260986,277.3920898438,304.9269714355
client_324,2014-12-31T16:00:00Z,252.8886566162,271.587310791,307.399810791
client_324,2014-12-31T17:00:00Z,264.2072753906,285.554901123,318.4983215332
client_324,2014-12-31T18:00:00Z,261.5288391113,284.643157959,317.6851501465
client_324,2014-12-31T19:00:00Z,249.4518432617,268.3004150391,297.387878418
client_324,2014-12-31T20:00:00Z,233.6477813721,253.923614502,273.5818481445
client_324,2014-12-31T21:00:00Z,222.7241363525,244.5399017334,267.955657959
client_324,2014-12-31T22:00:00Z,226.0498657227,242.128692627,261.0997924805
client_324,2014-12-31T23:00:00Z,180.7757110596,197.9578552246,216.0977783203
client_324,2015-01-01T00:00:00Z,170.6340484619,182.3052215576,201.5926208496
client_75,2014-12-30T13:00:00Z,78.0640716553,83.3910903931,88.2880935669
client_75,2014-12-30T14:00:00Z,70.6078338623,77.4049835205,83.3971939087
client_75,2014-12-30T15:00:00Z,72.9977493286,78.552444458,85.5432052612
client_75,2014-12-30T16:00:00Z,73.7443771362,79.0464859009,84.8982620239
client_75,2014-12-30T17:00:00Z,79.7752380371,85.1552505493,92.0682907104
client_75,2014-12-30T18:00:00Z,97.9847946167,106.4231109619,115.0180435181
client_75,2014-12-30T19:00:00Z,114.0749511719,124.0474243164,134.4252319336
client_75,2014-12-30T20:00:00Z,118.0661849976,126.8274536133,139.5901031494
client_75,2014-12-30T21:00:00Z,113.4144592285,125.098449707,136.5257568359
client_75,2014-12-30T22:00:00Z,111.4148406982,119.1618118286,129.3780517578
client_75,2014-12-30T23:00:00Z,104.3679885864,112.5142364502,125.2098236084
client_75,2014-12-31T00:00:00Z,92.5234832764,101.7318344116,111.2597351074
client_75,2014-12-31T01:00:00Z,83.6177825928,90.2442703247,100.4866333008
client_75,2014-12-31T02:00:00Z,74.141746521,83.3452301025,91.5763168335
client_75,2014-12-31T03:00:00Z,68.4740982056,75.4236450195,83.3132629395
client_75,2014-12-31T04:00:00Z,62.7298355103,69.5771026611,76.2293624878
client_75,2014-12-31T05:00:00Z,60.1826705933,64.3320617676,71.5242614746
client_75,2014-12-31T06:00:00Z,58.7634429932,64.1670608521,69.8474349976
client_75,2014-12-31T07:00:00Z,69.0071487427,75.2869110107,80.4483032227
client_75,2014-12-31T08:00:00Z,71.1504516602,78.9493026733,85.6629333496
client_75,2014-12-31T09:00:00Z,69.4428405762,76.3054199219,83.4733734131
client_75,2014-12-31T10:00:00Z,77.0677871704,82.6065673828,90.7872161865
client_75,2014-12-31T11:00:00Z,80.8216629028,87.0221176147,94.2674636841
client_75,2014-12-31T12:00:00Z,84.7693939209,91.9337005615,99.7978210449
client_75,2014-12-31T13:00:00Z,85.6479644775,92.0544052124,100.10987854
client_75,2014-12-31T14:00:00Z,81.4510040283,87.5255050659,95.3157272339
client_75,2014-12-31T15:00:00Z,79.8562850952,87.1702423096,94.5439147949
client_75,2014-12-31T16:00:00Z,81.078163147,87.7514648438,97.4454421997
client_75,2014-12-31T17:00:00Z,82.461807251,91.3563156128,100.3603591919
client_75,2014-12-31T18:00:00Z,104.3723220825,112.3976211548,123.7350311279
client_75,2014-12-31T19:00:00Z,119.8201522827,128.9817504883,139.9513397217
client_75,2014-12-31T20:00:00Z,122.9690093994,132.4715270996,141.0276947021
client_75,2014-12-31T21:00:00Z,116.2980041504,127.4217681885,137.7074127197
client_75,2014-12-31T22:00:00Z,116.2074356079,125.0936050415,134.1735534668
client_75,2014-12-31T23:00:00Z,107.459197998,117.6844329834,127.7872695923
client_75,2015-01-01T00:00:00Z,98.8599014282,107.1981277466,115.9136276245
client_274,2014-12-30T13:00:00Z,151.2416229248,160.6153259277,169.4858856201
client_274,2014-12-30T14:00:00Z,150.1663818359,162.1622924805,172.6301116943
client_274,2014-12-30T15:00:00Z,145.9510955811,157.665725708,170.0608673096
client_274,2014-12-30T16:00:00Z,150.029083252,161.0955657959,172.8224639893
client_274,2014-12-30T17:00:00Z,151.8621673584,167.3260345459,179.8938293457
client_274,2014-12-30T18:00:00Z,166.5930938721,179.500579834,192.8164367676
client_274,2014-12-30T19:00:00Z,169.4993286133,180.5034179688,193.6733551025
client_274,2014-12-30T20:00:00Z,168.6069030762,180.5472412109,195.8386535645
client_274,2014-12-30T21:00:00Z,161.5633544922,174.5917510986,191.0415649414
client_274,2014-12-30T22:00:00Z,158.5429382324,172.2877349854,183.8619384766
client_274,2014-12-30T23:00:00Z,124.7677536011,135.0992431641,146.4087524414
client_274,2014-12-31T00:00:00Z,84.4977874756,94.5983963013,104.5755004883
client_274,2014-12-31T01:00:00Z,79.911895752,88.3406295776,99.5940093994
client_274,2014-12-31T02:00:00Z,83.1913375854,93.5685806274,101.9409332275
client_274,2014-12-31T03:00:00Z,76.1220397949,85.1901397705,96.9798736572
client_274,2014-12-31T04:00:00Z,75.5841903687,82.0813903809,92.3241729736
client_274,2014-12-31T05:00:00Z,77.0137557983,85.5164718628,95.4038314819
client_274,2014-12-31T06:00:00Z,77.4800186157,86.0741271973,96.8295898438
client_274,2014-12-31T07:00:00Z,113.7771835327,123.5257797241,134.2850799561
client_274,2014-12-31T08:00:00Z,120.8634033203,135.3323059082,152.1358337402
client_274,2014-12-31T09:00:00Z,116.4069061279,132.2359466553,146.5546112061
client_274,2014-12-31T10:00:00Z,134.9103240967,148.2629394531,161.9447021484
client_274,2014-12-31T11:00:00Z,139.7239074707,153.5593719482,170.1852111816
client_274,2014-12-31T12:00:00Z,141.4799499512,159.9225006104,178.4452056885
client_274,2014-12-31T13:00:00Z,141.678024292,160.9083099365,181.2169952393
client_274,2014-12-31T14:00:00Z,148.5075836182,163.7429351807,179.2509002686
client_274,2014-12-31T15:00:00Z,141.9280700684,158.025680542,176.9594421387
client_274,2014-12-31T16:00:00Z,144.2451324463,160.3268432617,175.7301330566
client_274,2014-12-31T17:00:00Z,146.9702606201,163.7692871094,179.1192626953
client_274,2014-12-31T18:00:00Z,158.0108337402,171.1218566895,188.4787597656
client_274,2014-12-31T19:00:00Z,155.9250030518,172.4258880615,186.9831390381
client_274,2014-12-31T20:00:00Z,153.6828613281,168.6249542236,183.0643005371
client_274,2014-12-31T21:00:00Z,150.7864990234,165.9248657227,183.2602844238
client_274,2014-12-31T22:00:00Z,142.4964447021,159.4203491211,172.8782196045
client_274,2014-12-31T23:00:00Z,115.2269821167,126.7062072754,140.9265136719
client_274,2015-01-01T00:00:00Z,85.4502563477,93.1531448364,102.9294281006
client_234,2014-12-30T13:00:00Z,698.1398925781,747.6148071289,793.6973266602
client_234,2014-12-30T14:00:00Z,666.8993530273,730.5614013672,786.3801879883
client_234,2014-12-30T15:00:00Z,645.8619384766,701.8720703125,769.270690918
client_234,2014-12-30T16:00:00Z,1039.7064208984,1109.3540039062,1179.9494628906
client_234,2014-12-30T17:00:00Z,1077.9774169922,1160.2586669922,1224.6409912109
client_234,2014-12-30T18:00:00Z,1106.4116210938,1190.5775146484,1294.1198730469
client_234,2014-12-30T19:00:00Z,910.9694213867,995.6834106445,1082.4731445312
client_234,2014-12-30T20:00:00Z,726.1025390625,789.7528076172,870.802734375
client_234,2014-12-30T21:00:00Z,665.0885009766,746.1223144531,816.8104248047
client_234,2014-12-30T22:00:00Z,664.5656738281,719.7313232422,782.9145507812
client_234,2014-12-30T23:00:00Z,508.153503418,559.3798828125,624.9047851562
client_234,2014-12-31T00:00:00Z,390.9225769043,439.3266296387,479.2890930176
client_234,2014-12-31T01:00:00Z,374.7036437988,407.4994506836,446.4522399902
client_234,2014-12-31T02:00:00Z,367.4555358887,403.2467041016,438.8386535645
client_234,2014-12-31T03:00:00Z,372.7919006348,407.3348999023,444.7443847656
client_234,2014-12-31T04:00:00Z,373.8201293945,402.3144836426,442.3012695312
client_234,2014-12-31T05:00:00Z,376.1190185547,406.9909667969,441.3764953613
client_234,2014-12-31T06:00:00Z,470.4221496582,514.684753418,561.5000610352
client_234,2014-12-31T07:00:00Z,918.7747192383,979.9464111328,1044.3214111328
client_234,2014-12-31T08:00:00Z,1034.1680908203,1136.2185058594,1224.2136230469
client_234,2014-12-31T09:00:00Z,998.1013793945,1092.9392089844,1181.1066894531
client_234,2014-12-31T10:00:00Z,774.4575805664,843.2983398438,927.6029052734
client_234,2014-12-31T11:00:00Z,573.9895629883,635.0773925781,704.9749145508
client_234,2014-12-31T12:00:00Z,596.5863037109,669.0149536133,730.6015625
client_234,2014-12-31T13:00:00Z,653.8675537109,712.6837768555,777.6695556641
client_234,2014-12-31T14:00:00Z,672.2767333984,714.6707763672,765.9549560547
client_234,2014-12-31T15:00:00Z,681.4216918945,736.0257568359,795.1348266602
client_234,2014-12-31T16:00:00Z,1009.1505126953,1084.5876464844,1176.3277587891
client_234,2014-12-31T17:00:00Z,970.3479614258,1056.6929931641,1167.0296630859
client_234,2014-12-31T18:00:00Z,1003.603515625,1072.3072509766,1182.8576660156
client_234,2014-12-31T19:00:00Z,777.9012451172,837.9233398438,938.1528930664
client_234,2014-12-31T20:00:00Z,599.2203369141,660.8536987305,725.1135864258
client_234,2014-12-31T21:00:00Z,587.4324951172,642.121887207,701.6322021484
client_234,2014-12-31T22:00:00Z,572.8818969727,616.9228515625,668.8408203125
client_234,2014-12-31T23:00:00Z,460.1922607422,503.3772888184,546.8304443359
client_234,2015-01-01T00:00:00Z,385.9499511719,416.1381835938,450.6623535156
client_326,2014-12-30T13:00:00Z,646.7686767578,675.9328613281,714.4910888672
client_326,2014-12-30T14:00:00Z,613.6549682617,650.2369995117,695.2055053711
client_326,2014-12-30T15:00:00Z,591.1967773438,630.5576171875,677.0162963867
client_326,2014-12-30T16:00:00Z,578.4383544922,629.2018432617,675.2459716797
client_326,2014-12-30T17:00:00Z,592.2188110352,639.9865112305,690.96484375
client_326,2014-12-30T18:00:00Z,669.4327392578,717.1366577148,765.2290039062
client_326,2014-12-30T19:00:00Z,677.7435913086,716.0905151367,751.1819458008
client_326,2014-12-30T20:00:00Z,651.8807983398,702.6225585938,756.599609375
client_326,2014-12-30T21:00:00Z,674.8856201172,706.1151733398,749.2654418945
client_326,2014-12-30T22:00:00Z,648.4462890625,680.8997802734,724.5737304688
client_326,2014-12-30T23:00:00Z,547.6685791016,573.0887451172,619.0546264648
client_326,2014-12-31T00:00:00Z,381.9802856445,416.0806884766,449.5699768066
client_326,2014-12-31T01:00:00Z,262.3854675293,289.6882324219,324.3339233398
client_326,2014-12-31T02:00:00Z,253.4165649414,276.5166320801,302.4496154785
client_326,2014-12-31T03:00:00Z,232.876083374,258.1960449219,278.9812927246
client_326,2014-12-31T04:00:00Z,221.2876434326,242.945098877,273.860534668
client_326,2014-12-31T05:00:00Z,216.9679260254,239.3953094482,259.9728088379
client_326,2014-12-31T06:00:00Z,359.1586608887,393.9125671387,425.9138183594
client_326,2014-12-31T07:00:00Z,373.027923584,408.6013183594,442.615814209
client_326,2014-12-31T08:00:00Z,427.5201416016,467.8806152344,514.2685546875
client_326,2014-12-31T09:00:00Z,534.2100830078,592.1050415039,661.0934448242
client_326,2014-12-31T10:00:00Z,569.0205078125,624.1513061523,679.7674560547
client_326,2014-12-31T11:00:00Z,574.5020751953,621.2883911133,706.799621582
client_326,2014-12-31T12:00:00Z,577.6582641602,627.6861572266,708.5626831055
client_326,2014-12-31T13:00:00Z,573.3074951172,618.9862670898,695.6006469727
client_326,2014-12-31T14:00:00Z,545.3521118164,608.0529785156,668.3829345703
client_326,2014-12-31T15:00:00Z,537.0187988281,597.8983764648,655.5985717773
client_326,2014-12-31T16:00:00Z,532.2752685547,596.2368774414,646.3952636719
client_326,2014-12-31T17:00:00Z,554.8003540039,603.1119995117,666.0574951172
client_326,2014-12-31T18:00:00Z,609.6403198242,649.1168823242,700.4333496094
client_326,2014-12-31T19:00:00Z,594.8565673828,630.258605957,680.4790649414
client_326,2014-12-31T20:00:00Z,555.0475463867,595.4056396484,636.0018920898
client_326,2014-12-31T21:00:00Z,508.0038146973,574.3634643555,613.8125
client_326,2014-12-31T22:00:00Z,501.3857421875,553.8374023438,587.2087402344
client_326,2014-12-31T23:00:00Z,410.3669128418,455.274597168,496.8416137695
client_326,2015-01-01T00:00:00Z,298.712890625,338.1448059082,372.3275756836
client_313,2014-12-30T13:00:00Z,1196.7103271484,1249.9592285156,1320.5277099609
client_313,2014-12-30T14:00:00Z,1176.9111328125,1247.8404541016,1328.7655029297
client_313,2014-12-30T15:00:00Z,1137.9858398438,1209.4245605469,1293.1717529297
client_313,2014-12-30T16:00:00Z,1075.8430175781,1163.2124023438,1244.9616699219
client_313,2014-12-30T17:00:00Z,1124.1920166016,1206.2427978516,1294.7844238281
client_313,2014-12-30T18:00:00Z,1177.4705810547,1258.9208984375,1341.8697509766
client_313,2014-12-30T19:00:00Z,1191.7305908203,1256.9367675781,1316.2531738281
client_313,2014-12-30T20:00:00Z,1132.2684326172,1220.0748291016,1289.6553955078
client_313,2014-12-30T21:00:00Z,1174.0172119141,1232.6264648438,1316.3197021484
client_313,2014-12-30T22:00:00Z,1143.7564697266,1206.5244140625,1286.7526855469
client_313,2014-12-30T23:00:00Z,826.854675293,888.4952392578,954.0068359375
client_313,2014-12-31T00:00:00Z,576.5391235352,627.1594238281,685.2365112305
client_313,2014-12-31T01:00:00Z,543.467956543,573.821105957,623.2261962891
client_313,2014-12-31T02:00:00Z,522.2232666016,558.6676025391,600.2486572266
client_313,2014-12-31T03:00:00Z,520.7596435547,563.7467651367,610.8273925781
client_313,2014-12-31T04:00:00Z,487.3571777344,523.3616333008,569.1190185547
client_313,2014-12-31T05:00:00Z,544.7482910156,584.2650146484,623.7099609375
client_313,2014-12-31T06:00:00Z,534.2923583984,583.1732177734,628.9458618164
client_313,2014-12-31T07:00:00Z,906.1777954102,963.770324707,1033.8525390625
client_313,2014-12-31T08:00:00Z,933.2321166992,1015.8234863281,1091.6975097656
client_313,2014-12-31T09:00:00Z,954.0834350586,1059.1730957031,1166.9365234375
client_313,2014-12-31T10:00:00Z,1056.1253662109,1127.1905517578,1227.6107177734
client_313,2014-12-31T11:00:00Z,1040.6628417969,1126.0070800781,1232.0797119141
client_313,2014-12-31T12:00:00Z,1028.0478515625,1116.4549560547,1216.2813720703
client_313,2014-12-31T13:00:00Z,1102.2515869141,1185.6271972656,1272.5919189453
client_313,2014-12-31T14:00:00Z,1098.2990722656,1184.2071533203,1300.0490722656
client_313,2014-12-31T15:00:00Z,1061.7983398438,1155.0783691406,1251.1022949219
client_313,2014-12-31T16:00:00Z,1033.8192138672,1111.1525878906,1185.3208007812
client_313,2014-12-31T17:00:00Z,1076.2352294922,1153.8353271484,1245.0930175781
client_313,2014-12-31T18:00:00Z,1119.8723144531,1198.4987792969,1284.3905029297
client_313,2014-12-31T19:00:00Z,1112.6127929688,1185.1353759766,1261.4991455078
client_313,2014-12-31T20:00:00Z,1046.0036621094,1128.6047363281,1204.7219238281
client_313,2014-12-31T21:00:00Z,1066.1027832031,1146.255859375,1218.5635986328
client_313,2014-12-31T22:00:00Z,1022.2454223633,1101.8695068359,1164.2508544922
client_313,2014-12-31T23:00:00Z,744.7200317383,806.1004638672,884.6623535156
client_313,2015-01-01T00:00:00Z,551.5067749023,604.7719116211,667.9809570312
client_260,2014-12-30T13:00:00Z,73.3639068604,78.1676940918,84.4255752563
client_260,2014-12-30T14:00:00Z,73.1206893921,78.3845977783,84.6068115234
client_260,2014-12-30T15:00:00Z,73.3110809326,80.8720169067,89.401473999
client_260,2014-12-30T16:00:00Z,73.4686355591,81.7222747803,90.7754211426
client_260,2014-12-30T17:00:00Z,73.8903884888,81.2113265991,88.9776000977
client_260,2014-12-30T18:00:00Z,75.7531433105,84.2216644287,92.876449585
client_260,2014-12-30T19:00:00Z,76.0272521973,84.0244903564,94.4998931885
client_260,2014-12-30T20:00:00Z,74.4063796997,84.1426010132,95.1915893555
client_260,2014-12-30T21:00:00Z,70.2475814819,78.0925598145,86.0971679688
client_260,2014-12-30T22:00:00Z,57.8687133789,63.2443771362,72.4845657349
client_260,2014-12-30T23:00:00Z,37.4651908875,42.8064079285,50.675743103
client_260,2014-12-31T00:00:00Z,27.4284267426,31.7052364349,37.9132385254
client_260,2014-12-31T01:00:00Z,25.355506897,28.8682956696,33.6629943848
client_260,2014-12-31T02:00:00Z,22.9487495422,26.3765411377,30.1038093567
client_260,2014-12-31T03:00:00Z,21.963098526,25.5610694885,30.5955467224
client_260,2014-12-31T04:00:00Z,21.3790454865,24.1264266968,29.0111293793
client_260,2014-12-31T05:00:00Z,20.681180954,24.1983413696,27.9281158447
client_260,2014-12-31T06:00:00Z,28.5728321075,31.8998203278,36.9888648987
client_260,2014-12-31T07:00:00Z,50.0716972351,57.4845504761,64.895072937
client_260,2014-12-31T08:00:00Z,61.0336761475,69.8225021362,82.255607605
client_260,2014-12-31T09:00:00Z,61.5311431885,72.8730773926,87.0558166504
client_260,2014-12-31T10:00:00Z,64.3168487549,74.3679504395,85.4264297485
client_260,2014-12-31T11:00:00Z,67.2030181885,76.8506393433,91.6410064697
client_260,2014-12-31T12:00:00Z,67.4662704468,77.8034973145,93.0625076294
client_260,2014-12-31T13:00:00Z,73.955078125,81.1183166504,92.3069839478
